Environment,Material Family,Rate (mm/yr),Concentration_%,Temperature_C,Environment_encode,Material Family_encode,Temp_Conc_Interaction,Aggressiveness_Index,Conc_Squared,Temp_Squared,Log_Temperature,Log_Concentration,Rate_Log
Acetic Acid,Nickel-chromium-iron,0.001,90.0,150.0,1,28,13500.0,676.6289259775275,8100.0,22500.0,5.017279836814924,4.51085950651685,0.0009995003330835331
Acetic Acid,Nickel-chromium-iron,0.17,75.0,150.0,1,28,11250.0,649.6100010429496,5625.0,22500.0,5.017279836814924,4.330733340286331,0.15700374880966478
Acetic Acid,Nickel-chromium-iron,0.001,85.0,150.0,1,28,12750.0,668.1520944380261,7225.0,22500.0,5.017279836814924,4.454347296253507,0.0009995003330835331
Acetic Acid,Nickel-chromium-iron-molybdenum,0.004,90.0,150.0,1,29,13500.0,676.6289259775275,8100.0,22500.0,5.017279836814924,4.51085950651685,0.003992021269537453
Acetic Acid,Nickel-chromium-iron-molybdenum,0.2,75.0,150.0,1,29,11250.0,649.6100010429496,5625.0,22500.0,5.017279836814924,4.330733340286331,0.18232155679395465
Acetic Acid,Nickel-chromium-iron-molybdenum,0.002,85.0,150.0,1,29,12750.0,668.1520944380261,7225.0,22500.0,5.017279836814924,4.454347296253507,0.001998002662673056
Acetic Acid,Nickel-chromium-iron-molybdenum,0.018,94.0,127.0,1,29,11938.0,578.3423652332687,8836.0,16129.0,4.852030263919617,4.553876891600541,0.017839918128331
Acetic Acid,Nickel-chromium-iron-molybdenum,0.038,95.0,126.5,1,29,12017.5,577.3900462206813,9025.0,16002.25,4.848116364598481,4.564348191467836,0.037295784743696894
Acetic Acid,Nickel-chromium-iron-molybdenum,0.152,97.25,124.0,1,29,12059.0,568.851891092922,9457.5625,15376.0,4.8283137373023015,4.58751525074937,0.1414995622736995
Acetic Acid,Nickel-chromium-iron-molybdenum,0.079,91.5,118.5,1,29,10842.75,536.474224375428,8372.25,14042.25,4.783316371371566,4.52720864451838,0.07603468627599762
Acetic Acid,Nickel-chromium-iron-molybdenum,0.051,40.0,174.0,1,29,6960.0,646.1615396065496,1600.0,30276.0,5.1647859739235145,3.713572066704308,0.04974209189481407
Acetic Acid,Nickel-chromium-iron-molybdenum,0.005,99.9,107.0,1,29,10689.300000000001,493.7119022274733,9980.010000000002,11449.0,4.68213122712422,4.6141299273595635,0.004987541511039074
Acetic Acid,Nickel-chromium-iron-molybdenum,0.008,85.0,125.5,1,29,10667.5,559.0205856798152,7225.0,15750.25,4.840242308167575,4.454347296253507,0.007968169649176874
Acetic Acid,Nickel-chromium-iron-molybdenum,0.03,99.0,100.0,1,29,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.0295588022415444
Acetic Acid,Nickel-chromium-iron-molybdenum,0.005,99.0,100.0,1,29,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.004987541511039074
Acetic Acid,Nickel-chromium-iron-molybdenum,0.015,99.0,100.0,1,29,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.014888612493750654
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.03,20.0,100.0,1,31,2000.0,304.4522437723423,400.0,10000.0,4.61512051684126,3.044522437723423,0.0295588022415444
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.01,99.0,100.0,1,31,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.009950330853168083
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.39,99.0,100.0,1,31,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.3293037471426004
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.01,99.0,100.0,1,31,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.009950330853168083
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.049,90.0,150.0,1,31,13500.0,676.6289259775275,8100.0,22500.0,5.017279836814924,4.51085950651685,0.04783732941416013
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.076,75.0,150.0,1,31,11250.0,649.6100010429496,5625.0,22500.0,5.017279836814924,4.330733340286331,0.07325046173959267
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.073,85.0,150.0,1,31,12750.0,668.1520944380261,7225.0,22500.0,5.017279836814924,4.454347296253507,0.07045846364856141
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.0076,99.0,100.0,1,31,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.007571265496318075
Acetic Acid,Nickel-chromium-molybdenum-(tungsten),0.0005,99.0,100.0,1,31,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.000499875041651048
Acetic Acid,Nickel-chromium-molybdenum-cobalt,0.015,99.0,100.0,1,32,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.014888612493750654
Acetic Acid,Nickel-copper,0.9,50.0,100.0,1,34,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.6418538861723948
Acetic Acid,Nickel-copper,0.008,10.0,30.0,1,34,300.0,71.93685818395112,100.0,900.0,3.4339872044851463,2.3978952727983707,0.007968169649176874
Acetic Acid,Nickel-copper,0.01,25.0,30.0,1,34,750.0,97.74289614064446,625.0,900.0,3.4339872044851463,3.258096538021482,0.009950330853168083
Acetic Acid,Nickel-copper,0.019,50.0,30.0,1,34,1500.0,117.95476898172977,2500.0,900.0,3.4339872044851463,3.9318256327243257,0.018821754240587758
Acetic Acid,Nickel-copper,0.009,75.0,30.0,1,34,2250.0,129.92200020858994,5625.0,900.0,3.4339872044851463,4.330733340286331,0.008959741371471902
Acetic Acid,Nickel-copper,0.006,99.9,30.0,1,34,2997.0,138.42389782078692,9980.010000000002,900.0,3.4339872044851463,4.6141299273595635,0.005982071677547464
Acetic Acid,Nickel-copper,0.004,99.9,116.0,1,34,11588.400000000001,535.2390715737093,9980.010000000002,13456.0,4.762173934797756,4.6141299273595635,0.003992021269537453
Acetic Acid,Nickel-copper,0.05,100.0,100.0,1,34,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.048790164169432
Acetic Acid,Nickel-copper,0.015,99.0,100.0,1,34,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.014888612493750654
Acetic Acid,Nickel-copper,0.0025,100.0,100.0,1,34,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.002496880198587199
Acetic Acid,Nickel-copper,0.025,50.0,100.0,1,34,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.0246926125903715
Acetic Acid,Nickel-copper,0.0008,2.0,30.0,1,34,60.0,32.95836866004329,4.0,900.0,3.4339872044851463,1.0986122886681098,0.0007996801705643322
Acetic Acid,Nickel-copper,0.0025,50.0,30.0,1,34,1500.0,117.95476898172977,2500.0,900.0,3.4339872044851463,3.9318256327243257,0.002496880198587199
Acetic Acid,Nickel-copper,0.0008,5.0,116.0,1,34,580.0,207.84409843045438,25.0,13456.0,4.762173934797756,1.791759469228055,0.0007996801705643322
Acetic Acid,Nickel-copper,0.002,10.0,30.0,1,34,300.0,71.93685818395112,100.0,900.0,3.4339872044851463,2.3978952727983707,0.001998002662673056
Acetic Acid,Nickel-copper,0.002,25.0,30.0,1,34,750.0,97.74289614064446,625.0,900.0,3.4339872044851463,3.258096538021482,0.001998002662673056
Acetic Acid,Nickel-copper,0.0013,75.0,30.0,1,34,2250.0,129.92200020858994,5625.0,900.0,3.4339872044851463,4.330733340286331,0.0012991557316200499
Acetic Acid,Nickel-copper,0.002,99.9,30.0,1,34,2997.0,138.42389782078692,9980.010000000002,900.0,3.4339872044851463,4.6141299273595635,0.001998002662673056
Acetic Acid,Nickel-molybdenum,0.01,30.0,100.0,1,35,3000.0,343.3987204485146,900.0,10000.0,4.61512051684126,3.4339872044851463,0.009950330853168083
Acetic Acid,Nickel-molybdenum,0.01,50.0,100.0,1,35,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.009950330853168083
Acetic Acid,Nickel-molybdenum,0.03,99.0,100.0,1,35,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.0295588022415444
Acetic Acid,Cobalt and alloys,0.05,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.048790164169432
Acetic Acid,Titanuim and alloys,0.05,100.0,100.0,1,48,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.048790164169432
Acetic Acid,Cobalt and alloys,0.002,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.001998002662673056
Acetic Acid,Cobalt and alloys,0.1,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.09531017980432487
Acetic Acid,Cobalt and alloys,0.007,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.006975613736425242
Acetic Acid,Cobalt and alloys,0.002,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.001998002662673056
Acetic Acid,Cobalt and alloys,0.05,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.048790164169432
Acetic Acid,Cobalt and alloys,0.002,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.001998002662673056
Acetic Acid,Cobalt and alloys,0.05,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.048790164169432
Acetic Acid,Cobalt and alloys,0.007,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.006975613736425242
Acetic Acid,Cobalt and alloys,0.007,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.006975613736425242
Acetic Acid,Cobalt and alloys,0.007,10.0,100.0,1,13,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.006975613736425242
Acetic Acid,Cobalt and alloys,0.01,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.009950330853168083
Acetic Acid,Cobalt and alloys,0.05,5.0,25.0,1,13,125.0,44.79398673070138,25.0,625.0,3.258096538021482,1.791759469228055,0.048790164169432
Acetic Acid,Cobalt and alloys,0.078,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.07510747248680541
Acetic Acid,Cobalt and alloys,0.005,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.004987541511039074
Acetic Acid,Cobalt and alloys,0.017,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.016857117066422903
Acetic Acid,Cobalt and alloys,0.0056,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.005584378293900614
Acetic Acid,Cobalt and alloys,0.005,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.004987541511039074
Acetic Acid,Cobalt and alloys,0.0008,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.0007996801705643322
Acetic Acid,Cobalt and alloys,0.05,10.0,66.0,1,13,660.0,158.26108800469245,100.0,4356.0,4.204692619390966,2.3978952727983707,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,50.0,66.0,1,13,3300.0,259.50049175980547,2500.0,4356.0,4.204692619390966,3.9318256327243257,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,99.0,66.0,1,13,6534.0,303.9412322752141,9801.0,4356.0,4.204692619390966,4.605170185988092,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,99.0,100.0,1,13,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,10.0,66.0,1,13,660.0,158.26108800469245,100.0,4356.0,4.204692619390966,2.3978952727983707,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,50.0,66.0,1,13,3300.0,259.50049175980547,2500.0,4356.0,4.204692619390966,3.9318256327243257,0.048790164169432
Acetic Acid,Cobalt and alloys,0.05,99.0,66.0,1,13,6534.0,303.9412322752141,9801.0,4356.0,4.204692619390966,4.605170185988092,0.048790164169432
Acetic Acid,Niobium and alloys,0.05,52.35,100.0,1,38,5235.0,397.68739777477623,2740.5225,10000.0,4.61512051684126,3.976873977747762,0.048790164169432
Acetic Acid,Titanium and alloys,0.05,52.35,124.0,1,47,6491.400000000001,493.13237324072253,2740.5225,15376.0,4.8283137373023015,3.976873977747762,0.048790164169432
Acetic Acid,Titanium and alloys,0.003,99.0,100.0,1,47,9900.0,460.51701859880916,9801.0,10000.0,4.61512051684126,4.605170185988092,0.002995508979798479
Acetic Acid,Titanium and alloys,0.003,65.0,121.0,1,47,7865.0,506.94822378519746,4225.0,14641.0,4.804021044733257,4.189654742026425,0.002995508979798479
Acetic Acid,Titanium and alloys,0.381,58.0,130.0,1,47,7540.0,530.0798677077436,3364.0,16900.0,4.875197323201151,4.07753744390572,0.3228078744271551
Acetic Acid,Titanium and alloys,0.003,99.7,124.0,1,47,12362.800000000001,571.9060791658401,9940.09,15376.0,4.8283137373023015,4.612145799724517,0.002995508979798479
Acetic Acid,Titanium and alloys,0.05,100.0,100.0,1,47,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.048790164169432
Acetic Acid,Titanium and alloys,0.272,62.0,100.0,1,47,6200.0,414.31347263915325,3844.0,10000.0,4.61512051684126,4.143134726391533,0.24059046491793043
Acetic Acid,Titanium and alloys,0.259,31.2,100.0,1,47,3120.0,347.1966452550363,973.4399999999999,10000.0,4.61512051684126,3.4719664525503626,0.2303177550622101
Acetic Acid,Titanium and alloys,0.457,58.0,100.0,1,47,5800.0,407.75374439057197,3364.0,10000.0,4.61512051684126,4.07753744390572,0.3763795272130678
Acetic Acid,Titanium and alloys,0.05,58.0,100.0,1,47,5800.0,407.75374439057197,3364.0,10000.0,4.61512051684126,4.07753744390572,0.048790164169432
Acetic Acid,Titanium and alloys,0.05,99.7,100.0,1,47,9970.0,461.2145799724517,9940.09,10000.0,4.61512051684126,4.612145799724517,0.048790164169432
Acetic Acid,Austenitic,0.102,10.0,106.0,1,7,1060.0,254.1768989166273,100.0,11236.0,4.672828834461906,2.3978952727983707,0.09712671073072274
Acetic Acid,Austenitic,0.102,24.0,110.0,1,7,2640.0,354.0763407355021,576.0,12100.0,4.709530201312334,3.2188758248682006,0.09712671073072274
Acetic Acid,Austenitic,0.127,83.0,116.0,1,7,9628.0,513.9747486658243,6889.0,13456.0,4.762173934797756,4.430816798843313,0.11955923505763925
Acetic Acid,Austenitic,0.203,87.0,122.0,1,7,10614.0,546.2350913663413,7569.0,14884.0,4.812184355372417,4.477336814478207,0.18481843699254183
Acetic Acid,Austenitic,0.05,98.0,128.0,1,7,12544.0,588.1753408172275,9604.0,16384.0,4.859812404361672,4.59511985013459,0.048790164169432
Acetic Acid,Austenitic,0.013,99.5,130.0,1,7,12935.0,599.320504574887,9900.25,16900.0,4.875197323201151,4.61015772749913,0.012916225266546327
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,100.0,1,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,50.0,20.0,1,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Acetic Acid,Austenitic,0.3,50.0,100.0,1,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.262364264467491
Acetic Acid,Austenitic,0.05,100.0,20.0,1,7,2000.0,92.30241033682519,10000.0,400.0,3.044522437723423,4.61512051684126,0.048790164169432
Acetic Acid,Austenitic,0.3,100.0,100.0,1,7,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.262364264467491
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,50.0,1,7,500.0,119.89476363991854,100.0,2500.0,3.9318256327243257,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,90.0,1,7,900.0,215.81057455185336,100.0,8100.0,4.51085950651685,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,100.0,1,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,50.0,20.0,1,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Acetic Acid,Austenitic,0.3,50.0,100.0,1,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.262364264467491
Acetic Acid,Austenitic,0.05,100.0,20.0,1,7,2000.0,92.30241033682519,10000.0,400.0,3.044522437723423,4.61512051684126,0.048790164169432
Acetic Acid,Austenitic,0.3,100.0,100.0,1,7,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.262364264467491
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,50.0,1,7,500.0,119.89476363991854,100.0,2500.0,3.9318256327243257,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,90.0,1,7,900.0,215.81057455185336,100.0,8100.0,4.51085950651685,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.75,10.0,100.0,1,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.5596157879354227
Acetic Acid,Austenitic,0.05,10.0,100.0,1,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.3,50.0,20.0,1,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.262364264467491
Acetic Acid,Austenitic,0.05,50.0,20.0,1,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Acetic Acid,Austenitic,0.75,50.0,100.0,1,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.5596157879354227
Acetic Acid,Austenitic,0.3,50.0,100.0,1,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.262364264467491
Acetic Acid,Austenitic,0.05,100.0,20.0,1,7,2000.0,92.30241033682519,10000.0,400.0,3.044522437723423,4.61512051684126,0.048790164169432
Acetic Acid,Austenitic,0.05,100.0,20.0,1,7,2000.0,92.30241033682519,10000.0,400.0,3.044522437723423,4.61512051684126,0.048790164169432
Acetic Acid,Austenitic,0.75,100.0,100.0,1,7,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.5596157879354227
Acetic Acid,Austenitic,0.3,100.0,100.0,1,7,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.262364264467491
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,20.0,1,7,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,50.0,1,7,500.0,119.89476363991854,100.0,2500.0,3.9318256327243257,2.3978952727983707,0.048790164169432
Acetic Acid,Austenitic,0.05,10.0,50.0,1,7,500.0,119.89476363991854,100.0,2500.0,3.9318256327243257,2.3978952727983707,0.048790164169432
